,record_id,DOI,data_source,Compounds(M1-M2-N),Original_Compounds,Current_density(mA/g),Limited_specific_capacity(mAh/g),Current_density(mA/g).1,Limited_specific_capacity(mAh/g).1,Overpotential(V),Atomic_Weight_of_M1,Atomic_Weight_of_M2,Atomic_Weight_of_N,Covalent_Radius_of_M1,Covalent_Radius_of_M2,Covalent_Radius_of_N,VanDer_Waals_Radius_of_M1,VanDer_Waals_Radius_of_M2,VanDer_Waals_Radius_of_N,Atomic_Volume_of_M1,Atomic_Volume_of_M2,Atomic_Volume_of_N,Electron_Affinity_of_M1,Electron_Affinity_of_M2,Electron_Affinity_of_N,d-electron_number_of_M1,d-electron_number_of_M2,p-electron_number_of_N,Difference_in_the_d-electron_number_of_M1_and_M2,Average_d-electron_number_of_M1_and_M2,Number_of_valence_electrons_of_M1,Number_of_valence_electrons_of_M2,Number_of_valence_electrons_of_N,Difference_in_the_valence-electron_number_of_M1_and_M2,Average_valence-electron_number_of_M1_and_M2,First_ionization_energy_of_M1,First_ionization_energy_of_M2,First_ionization_energy_of_N,Difference_in_the_First_ionization_energy_of_metals,Electrical_Conductivity_of_M1,Electrical_Conductivity_of_M2,Thermal_Conductivity_of_M1,Thermal_Conductivity_of_M2,Pauling_electronegativity_of_M1,Pauling_electronegativity_of_M2,Pauling_electronegativity_of_N,Difference_in_the_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_N,Average_electronegativity_of_M2_and_N,Average_electronegativity_of_active_site_(M1-M2-N),Correction_of_d_electron_number_of_M1_with_electronegativity_of_M2,Correction_of_d_electron_number_of_M1_with_electronegativity_of_N,Correction_of_d_electron_number_of_M1_with_average_Electronegativity_of_M2_and_N,Correction_of_d_electron_number_of_M1_with_sum_atomic_radius_of_M1_and_M2,d-band_center_of_M1,d-band_center_of_M2,Cycling_performance,M1,M2,Pred_Overpotential,Category
122,R0084,https://doi.org/10.1021/acsami.3c01599,283,Mn-**-O,MnOC@CC,200.0,500.0,200.0,500.0,1.17,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,53,Mn,**,1.2050596644842086,Others
123,R0089,https://doi.org/10.1016/j.jcis.2022.12.148,290,Fe-**-N,FePc/Py/MWCNTs,100.0,500.0,100.0,500.0,1.28,55.845,none,14.007,115,none,75,194,none,155,7.11,none,17.3,15,none,-7,6,none,3,none,none,8,none,5,none,none,762.5,none,1402.3,none,10000000,none,80.4,none,1.83,none,3.04,none,none,2.435,none,none,none,18.24,none,none,-1.45,none,51,Fe,**,1.3036544719169716,Others
124,R0092,https://doi.org/10.1016/j.carbon.2022.04.080,298,Fe-**-N,FeNxCy/CNT,100.0,700.0,100.0,700.0,1.32,55.845,none,14.007,115,none,75,194,none,155,7.11,none,17.3,15,none,-7,6,none,3,none,none,8,none,5,none,none,762.5,none,1402.3,none,10000000,none,80.4,none,1.83,none,3.04,none,none,2.435,none,none,none,18.24,none,none,-1.45,none,50,Fe,**,1.3036544719169716,Others
125,R0094,https://doi.org/10.1016/j.electacta.2022.140894,304,Ru-**-O,RuO2/N-C@TMES,500.0,1000.0,500.0,1000.0,1.05,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,72,Ru,**,1.149579201055309,Others
126,R0095,https://doi.org/10.1002/smll.202206611,305,Ti-**-C,Ti3C2,200.0,500.0,200.0,500.0,0.98,47.867,none,12.011,136,none,76,187,none,170,10.64,none,5.29,7.6,none,121.8,2,none,0,none,none,4,none,4,none,none,658.8,none,1086.5,none,2340000,none,21.9,none,1.54,none,2.55,none,none,2.045,none,none,none,5.1,none,none,-2.2,none,152,Ti,**,1.033775765512264,Others
127,R0097,https://doi.org/10.1002/adsu.202300510,307,Mn-**-O,MnO2@ CC,100.0,500.0,100.0,500.0,1.2,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,53,Mn,**,1.2050596644842086,Others
128,R0098,https://doi.org/10.1002/adsu.202300510,307,Mn-**-O,MnO2@ CC,100.0,1000.0,100.0,1000.0,1.25,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,10,Mn,**,1.2050596644842086,Others
129,R0100,https://doi.org/10.1021/acscatal.2c02544,312,Mn-**-O,Mn3O4 NS/G,200.0,1000.0,200.0,1000.0,1.15,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,63,Mn,**,1.2050596644842086,Others
130,R0101,https://doi.org/10.1021/acscatal.2c02544,312,Mn-**-O,Mn3O4 NS/G,200.0,1000.0,200.0,1000.0,1.15,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,14,Mn,**,1.2050596644842086,Others
131,R0102,https://www.science.org/doi/10.1126/sciadv.abq6261,316,Ru-**-O,A-Li-RuO2,200.0,500.0,200.0,500.0,1.2,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,81,Ru,**,1.149579201055309,Others
132,R0107,https://doi.org/10.1016/j.ensm.2023.102829,320,Cr-La-O,La0.8Sr0.2CrO4 NWs,200.0,1000.0,200.0,1000.0,1.2,51.996,138.91,15.999,135,169,73,189,240,152,7.23,22.6,14,64.3,48,141,5,1,4,4,3,6,3,6,3,4.5,652.9,538.1,1313.9,114.8,7670000,1340000,93.7,13.4,1.66,1.1,3.44,0.56,1.38,2.55,2.27,2.066666667,5.5,17.2,11.35,1520,-1.7,none,80,Cr,La,1.221196768398269,Others
133,R0109,https://doi.org/10.1002/smll.202302598,323,Mo-**-S,MoS2,100.0,1000.0,100.0,1000.0,1.25,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,105,Mo,**,1.2573672808580296,Others
134,R0110,https://doi.org/10.1002/adma.202106436,337,Cr-Pd-O,PdRuRh - Cr2O3 - carbon,200.0,500.0,200.0,500.0,1.2,51.996,106.42,15.999,135,138,73,189,163,152,7.23,8.85,14,64.3,54,141,5,10,4,-5,7.5,6,10,6,-4,8,652.9,804.4,1313.9,-151.5,7670000,95000000,93.7,71.8,1.66,2.2,3.44,-0.54,1.93,2.55,2.82,2.433333333,11,17.2,14.1,1365,-1.7,-2,53,Cr,Pd,1.2272335685425688,Others
135,R0111,https://doi.org/10.1016/j.apcatb.2022.122203,338,Fe-**-N,N-wdC-MS(Fe3C),100.0,500.0,100.0,500.0,1.25,55.845,none,14.007,115,none,75,194,none,155,7.11,none,17.3,15,none,-7,6,none,3,none,none,8,none,5,none,none,762.5,none,1402.3,none,10000000,none,80.4,none,1.83,none,3.04,none,none,2.435,none,none,none,18.24,none,none,-1.45,none,162,Fe,**,1.3036544719169716,Others
136,R0114,https://doi.org/10.1016/j.compositesb.2022.109727,351,Ru-**-O,CNT-RuO2,107.8,215.0,107.8,215.0,1.1,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,98,Ru,**,1.149579201055309,Others
137,R0116,https://doi.org/10.1016/j.cej.2023.143351,357,Mo-Mn-S,Mn-MoS2,200.0,1000.0,100.0,1000.0,1.23,95.95,54.938,32.06,139,139,102,209,197,180,9.38,7.39,15.5,72,50,200.4,5,5,4,0,5,6,7,6,-1,6.5,684.3,717.3,999.6,-33,18700000,695000,138,7.81,2.16,1.55,2.58,0.61,1.855,2.37,2.065,2.096666667,7.75,12.9,10.325,1390,-1.6,-1.6,60,Mo,Mn,1.2282367857142884,Others
138,R0117,https://doi.org/10.1002/adfm.202209876,358,Mo-**-P,MoO2/MoP/Mo3P?,500.0,500.0,100.0,500.0,1.18,95.95,none,30.974,139,none,107,209,none,180,9.38,none,17,72,none,72,5,none,3,none,none,6,none,5,none,none,684.3,none,1011.8,none,18700000,none,138,none,2.16,none,2.19,none,none,2.175,none,none,none,10.95,none,none,-1.6,none,95,Mo,**,1.2034440270840256,Others
139,R0129,https://doi.org/10.1002/smll.202512953,389,La-Fe-O,La0.7,200.0,250.0,200.0,250.0,1.39,138.91,55.845,15.999,169,115,73,240,194,152,22.6,7.11,14,48,15,141,1,6,4,-5,3.5,3,8,6,-5,5.5,538.1,762.5,1313.9,-224.4,1340000,10000000,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284,none,-1.45,112,La,Fe,1.4107095999409052,Others
140,R0130,https://doi.org/10.1002/smll.202512953,389,La-Fe-O,La1,200.0,250.0,200.0,250.0,1.45,138.91,55.845,15.999,169,115,73,240,194,152,22.6,7.11,14,48,15,141,1,6,4,-5,3.5,3,8,6,-5,5.5,538.1,762.5,1313.9,-224.4,1340000,10000000,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284,none,-1.45,66,La,Fe,1.4107095999409052,Others
141,R0131,https://doi.org/10.1002/advs.202522315,399,Ti-**-C,Ti3C2Tx-FePc,200.0,500.0,200.0,500.0,1.0,47.867,none,12.011,136,none,76,187,none,170,10.64,none,5.29,7.6,none,121.8,2,none,0,none,none,4,none,4,none,none,658.8,none,1086.5,none,2340000,none,21.9,none,1.54,none,2.55,none,none,2.045,none,none,none,5.1,none,none,-2.2,none,124,Ti,**,1.033775765512264,Others
142,R0133,https://doi.org/10.1021/acsaem.5c03033,405,Fe-Mn-O,Fe-MnO2/SWCNT electrode,200.0,500.0,200.0,500.0,1.25,55.845,54.938,15.999,115,139,73,194,197,152,7.11,7.39,14,15,50,141,6,5,4,1,5.5,8,7,6,1,7.5,762.5,717.3,1313.9,45.2,10000000,695000,80.4,7.81,1.83,1.55,3.44,0.28,1.69,2.635,2.495,2.273333333,9.3,20.64,14.97,1524,-1.45,-1.6,100,Fe,Mn,1.2703842287157288,Others
143,R0135,https://doi.org/10.1021/acsanm.5c04476,406,Mo-**-S,MoS2,500.0,500.0,200.0,1000.0,1.25,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,81,Mo,**,1.2573672808580296,Others
144,R0136,https://doi.org/10.1088/2631-6331/ae1925,408,**-**-C,PCE-Nano (多孔碳),100.0,500.0,100.0,500.0,1.3,none,none,12.011,none,none,76,none,none,170,none,none,5.29,none,none,121.8,none,none,0,none,none,none,none,4,none,none,none,none,1086.5,none,none,none,none,none,none,none,2.55,none,none,none,none,none,none,none,none,none,none,none,75,**,**,1.3525103046953058,Others
145,R0137,https://doi.org/10.1002/anie.202521423,410,Ru-**-N,Ru SACs/rGO,100.0,1000.0,100.0,1000.0,1.2,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,40,Ru,**,1.2410433798146316,Others
146,R0138,https://doi.org/10.1080/1536383X.2025.2583369,414,Cr-**-O,p-r-Cr2O3/CNT,200.0,500.0,200.0,500.0,1.3,51.996,none,15.999,135,none,73,189,none,152,7.23,none,14,64.3,none,141,5,none,4,none,none,6,none,6,none,none,652.9,none,1313.9,none,7670000,none,93.7,none,1.66,none,3.44,none,none,2.55,none,none,none,17.2,none,none,-1.7,none,40,Cr,**,1.2546076316542916,Others
147,R0144,https://doi.org/10.1002/aoc.70327,425,**-**-C,N-CNTs,50.0,300.0,50.0,300.0,1.41,none,none,12.011,none,none,76,none,none,170,none,none,5.29,none,none,121.8,none,none,0,none,none,none,none,4,none,none,none,none,1086.5,none,none,none,none,none,none,none,2.55,none,none,none,none,none,none,none,none,none,none,none,31,**,**,1.3525103046953058,Others
148,R0146,https://doi.org/10.1016/j.electacta.2025.146925,434,Ru-**-O,C-AB@RuO2-1,200.0,250.0,200.0,250.0,1.1,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,212,Ru,**,1.149579201055309,Others
149,R0151,https://doi.org/10.1021/acs.iecr.5c01518,442,Mo-Fe-S,C/MoS2-FeS-MoC,500.0,1000.0,100.0,1000.0,1.18,95.95,55.845,32.06,139,115,102,209,194,180,9.38,7.11,15.5,72,15,200.4,5,6,4,-1,5.5,6,8,6,-2,7,684.3,762.5,999.6,-78.2,18700000,10000000,138,80.4,2.16,1.83,2.58,0.33,1.995,2.37,2.205,2.19,9.15,12.9,11.025,1270,-1.6,-1.45,83,Mo,Fe,1.2121119527417037,Others
150,R0152,https://doi.org/10.1021/acs.iecr.5c01518,442,Mo-**-S,C/MoS2,500.0,1000.0,100.0,1000.0,1.25,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,14,Mo,**,1.2573672808580296,Others
151,R0153,https://doi.org/10.1016/j.carbon.2025.120482,447,Ru-**-N,RPC@700,200.0,1000.0,200.0,1000.0,1.25,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,151,Ru,**,1.2410433798146316,Others
152,R0155,https://doi.org/10.1016/j.jcis.2025.137782,452,**-**-C,LCMF （C）,100.0,500.0,100.0,500.0,1.36,none,none,12.011,none,none,76,none,none,170,none,none,5.29,none,none,121.8,none,none,0,none,none,none,none,4,none,none,none,none,1086.5,none,none,none,none,none,none,none,2.55,none,none,none,none,none,none,none,none,none,none,none,26,**,**,1.3525103046953058,Others
153,R0161,https://doi.org/10.1039/d5nr00300h,459,**-**-C,SP,100.0,500.0,100.0,500.0,1.29,none,none,12.011,none,none,76,none,none,170,none,none,5.29,none,none,121.8,none,none,0,none,none,none,none,4,none,none,none,none,1086.5,none,none,none,none,none,none,none,2.55,none,none,none,none,none,none,none,none,none,none,none,13,**,**,1.3525103046953058,Others
154,R0162,https://doi.org/10.1021/jacs.4c15230,463,Ru-**-O,RuO? catalyst (without TBPA),500.0,1000.0,500.0,1000.0,1.1,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,150,Ru,**,1.149579201055309,Others
155,R0163,https://doi.org/10.1002/celc.202400626,470,**-**-C,K3T1 (KB:MWCNTs= 3:1),100.0,500.0,100.0,500.0,1.4,none,none,12.011,none,none,76,none,none,170,none,none,5.29,none,none,121.8,none,none,0,none,none,none,none,4,none,none,none,none,1086.5,none,none,none,none,none,none,none,2.55,none,none,none,none,none,none,none,none,none,none,none,31,**,**,1.3525103046953058,Others
156,R0166,https://doi.org/10.1002/smll.202406516,478,Ru-**-O,Pt/C+RuO2,200.0,500.0,200.0,500.0,1.2,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,108,Ru,**,1.149579201055309,Others
157,R0167,https://doi.org/10.1002/anie.202418893,483,Fe-**-N,Fe/N/C,200.0,1000.0,200.0,1000.0,1.3,55.845,none,14.007,115,none,75,194,none,155,7.11,none,17.3,15,none,-7,6,none,3,none,none,8,none,5,none,none,762.5,none,1402.3,none,10000000,none,80.4,none,1.83,none,3.04,none,none,2.435,none,none,none,18.24,none,none,-1.45,none,30,Fe,**,1.3036544719169716,Others
158,R0169,https://doi.org/10.1007/s10008-024-06115-x,494,Fe-**-O,Fe2O3,100.0,500.0,100.0,500.0,1.4,55.845,none,15.999,115,none,73,194,none,152,7.11,none,14,15,none,141,6,none,4,none,none,8,none,6,none,none,762.5,none,1313.9,none,10000000,none,80.4,none,1.83,none,3.44,none,none,2.635,none,none,none,20.64,none,none,-1.45,none,40,Fe,**,1.4306638862101926,Others
159,R0170,https://doi.org/10.1002/aenm.202402925,495,La-Fe-O,L0.80FCCO,200.0,500.0,200.0,500.0,1.4,138.91,55.845,15.999,169,115,73,240,194,152,22.6,7.11,14,48,15,141,1,6,4,-5,3.5,3,8,6,-5,5.5,538.1,762.5,1313.9,-224.4,1340000,10000000,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284,none,-1.45,34,La,Fe,1.4107095999409052,Others
160,R0171,https://doi.org/10.1002/aenm.202402925,495,Fe-La-O,L0.75FCCO,200.0,500.0,200.0,500.0,1.28,55.845,138.91,15.999,115,169,73,194,240,152,7.11,22.6,14,15,48,141,6,1,4,5,3.5,8,3,6,5,5.5,762.5,538.1,1313.9,224.4,10000000,1340000,80.4,13.4,1.83,1.1,3.44,0.73,1.465,2.635,2.27,2.123333333,6.6,20.64,13.62,1704,-1.45,none,21,Fe,La,1.331693163253415,Others
161,R0172,https://doi.org/10.1002/aenm.202402925,495,Fe-La-O,L0.70FCCO,200.0,500.0,200.0,500.0,1.3,55.845,138.91,15.999,115,169,73,194,240,152,7.11,22.6,14,15,48,141,6,1,4,5,3.5,8,3,6,5,5.5,762.5,538.1,1313.9,224.4,10000000,1340000,80.4,13.4,1.83,1.1,3.44,0.73,1.465,2.635,2.27,2.123333333,6.6,20.64,13.62,1704,-1.45,none,38,Fe,La,1.331693163253415,Others
162,R0174,https://doi.org/10.1002/smll.202406525,502,Mn-**-O,MnO,500.0,1000.0,100.0,1000.0,1.25,54.938,none,15.999,139,none,73,197,none,152,7.39,none,14,50,none,141,5,none,4,none,none,7,none,6,none,none,717.3,none,1313.9,none,695000,none,7.81,none,1.55,none,3.44,none,none,2.495,none,none,none,17.2,none,none,-1.6,none,55,Mn,**,1.2050596644842086,Others
163,R0177,https://doi.org/10.1002/cey2.587,508,Fe-**-N,FePc ,100.0,1000.0,100.0,1000.0,1.35,55.845,none,14.007,115,none,75,194,none,155,7.11,none,17.3,15,none,-7,6,none,3,none,none,8,none,5,none,none,762.5,none,1402.3,none,10000000,none,80.4,none,1.83,none,3.04,none,none,2.435,none,none,none,18.24,none,none,-1.45,none,20,Fe,**,1.3036544719169716,Others
164,R0178,https://doi.org/10.1002/cey2.550,509,Cr-V-O,P-LSCr NWs (La0.8Sr0.2CrO3),500.0,1000.0,500.0,1000.0,1.25,51.996,50.942,15.999,135,131,73,189,192,152,7.23,8.35,14,64.3,50.6,141,5,3,4,2,4,6,5,6,1,5.5,652.9,650.9,1313.9,2,7670000,4890000,93.7,30.7,1.66,1.63,3.44,0.03,1.645,2.55,2.535,2.243333333,8.15,17.2,12.675,1330,-1.7,-1.8,83,Cr,V,1.2469787049062044,Others
165,R0179,https://doi.org/10.1039/d4sc03242j,517,Ru-**-O,RuO?,500.0,2000.0,500.0,500.0,1.1,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,111,Ru,**,1.149579201055309,Others
166,R0186,https://doi.org/10.1002/adma.202405440,525,Fe-**-O,Fe-TCPP,500.0,500.0,500.0,500.0,1.4,55.845,none,15.999,115,none,73,194,none,152,7.11,none,14,15,none,141,6,none,4,none,none,8,none,6,none,none,762.5,none,1313.9,none,10000000,none,80.4,none,1.83,none,3.44,none,none,2.635,none,none,none,20.64,none,none,-1.45,none,45,Fe,**,1.4306638862101926,Others
167,R0189,https://doi.org/10.1016/j.ijoes.2024.100602,532,Ru-**-N,Ru@CNS/CNT,200.0,1000.0,100.0,1000.0,1.3,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,79,Ru,**,1.2410433798146316,Others
168,R0190,https://doi.org/10.1016/j.jechem.2024.01.076,540,Mo-**-S,MoS2,100.0,600.0,100.0,600.0,1.3,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,63,Mo,**,1.2573672808580296,Others
169,R0191,https://doi.org/10.1016/j.jechem.2024.01.076,540,Mo-**-S,MoS2,200.0,600.0,100.0,1000.0,1.25,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,75,Mo,**,1.2573672808580296,Others
170,R0192,https://doi.org/10.1016/j.jechem.2024.01.076,540,Mn-Mo-S,MnS/MoS2,500.0,1000.0,500.0,1000.0,1.25,54.938,95.95,32.06,139,139,102,197,209,180,7.39,9.38,15.5,50,72,200.4,5,5,4,0,5,7,6,6,1,6.5,717.3,684.3,999.6,33,695000,18700000,7.81,138,1.55,2.16,2.58,-0.61,1.855,2.065,2.37,2.096666667,10.8,12.9,11.85,1390,-1.6,-1.6,100,Mn,Mo,1.2461819100899096,Others
171,R0197,https://doi.org/10.1016/j.jallcom.2024.173877,549,Ru-**-O,RuO2,200.0,500.0,200.0,500.0,1.11,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,110,Ru,**,1.149579201055309,Others
172,R0199,https://doi.org/10.1016/j.jpowsour.2024.234130,553,Ru-**-N,Ru-NC,500.0,1000.0,200.0,1000.0,1.17,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,183,Ru,**,1.2410433798146316,Others
173,R0200,https://doi.org/10.1021/jacs.3c12734,554,Pd-**-C,Pt1Pd/C,500.0,1000.0,500.0,1000.0,1.12,106.42,none,12.011,138,none,76,163,none,170,8.85,none,5.29,54,none,121.8,10,none,0,none,none,10,none,4,none,none,804.4,none,1086.5,none,95000000,none,71.8,none,2.2,none,2.55,none,none,2.375,none,none,none,25.5,none,none,-2,none,10,Pd,**,1.106192632006884,Others
174,R0005,https://doi.org/10.1016/j.ssi.2021.115773,18,Ni-**-P,Ni??P?/C,200.0,500.0,200.0,500.0,1.4,58.693,none,30.974,115,none,107,163,none,180,6.59,none,17,112,none,72,8,none,3,none,none,10,none,5,none,none,737.1,none,1011.8,none,14400000,none,91.4,none,1.91,none,2.19,none,none,2.05,none,none,none,17.52,none,none,-1.4,none,28,Ni,**,1.3902536222078548,Ni
175,R0008,https://doi.org/10.1016/j.jallcom.2020.153803,36,Ti-Ni-O,NiO/Ti?C?,500.0,500.0,500.0,500.0,1.25,47.867,58.693,15.999,136,115,73,187,163,152,10.64,6.59,14,7.6,112,141,2,8,4,-6,5,4,10,6,-6,7,658.8,737.1,1313.9,-78.3,2340000,14400000,21.9,91.4,1.54,1.91,3.44,-0.37,1.725,2.49,2.675,2.296666667,3.82,6.88,5.35,502,-2.2,-1.4,45,Ti,Ni,1.2423636075036077,Ni
176,R0013,http://dx.doi.org/10.1016/j.jelechem.2020.114124,58,Ni-Fe-P,NiFeP@NC/BC,16.7,83.3,16.7,83.3,1.25,58.693,55.845,30.974,115,115,107,163,194,180,6.59,7.11,17,112,15,72,8,6,3,2,7,10,8,5,2,9,737.1,762.5,1011.8,-25.4,14400000,10000000,91.4,80.4,1.91,1.83,2.19,0.08,1.87,2.05,2.01,1.976666667,14.64,17.52,16.08,1840,-1.4,-1.45,90,Ni,Fe,1.2823940396825384,Ni
177,R0018,https://doi.org/10.1016/j.jpowsour.2020.228362,71,La-Ni-O,La?.?Ca?.?Fe?.?Ni?.?O?,400.0,500.0,400.0,500.0,1.35,138.91,58.693,15.999,169,115,73,240,163,152,22.6,6.59,14,48,112,141,1,8,4,-7,4.5,3,10,6,-7,6.5,538.1,737.1,1313.9,-199,1340000,14400000,13.4,91.4,1.1,1.91,3.44,-0.81,1.505,2.27,2.675,2.15,1.91,3.44,2.675,284,none,-1.4,137,La,Ni,1.3107197085137094,Ni
178,R0034,https://dx.doi.org/10.1021/acsnano.9b09646,132,Ni-**-S,NiS?,500.0,500.0,500.0,500.0,1.45,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,132,Ni,**,1.425163486249043,Ni
179,R0063,https://doi.org/10.1002/slct.202200870,225,Ni-**-N,Ni / NC,500.0,1000.0,100.0,1000.0,1.1,58.693,none,14.007,115,none,75,163,none,155,6.59,none,17.3,112,none,-7,8,none,3,none,none,10,none,5,none,none,737.1,none,1402.3,none,14400000,none,91.4,none,1.91,none,3.04,none,none,2.475,none,none,none,24.32,none,none,-1.4,none,99,Ni,**,1.0751680165945143,Ni
180,R0067,https://doi.org/10.3390/nano12142386,229,Ni-**-O,NiO/CNT,100.0,1000.0,100.0,1000.0,1.2,58.693,none,15.999,115,none,73,163,none,152,6.59,none,14,112,none,141,8,none,4,none,none,10,none,6,none,none,737.1,none,1313.9,none,14400000,none,91.4,none,1.91,none,3.44,none,none,2.675,none,none,none,27.52,none,none,-1.4,none,81,Ni,**,1.180037595654345,Ni
181,R0071,https://doi.org/10.1039/d2ta07061h,237,Ni-**-P,2P-NiO,200.0,1000.0,200.0,1000.0,1.34,58.693,none,30.974,115,none,107,163,none,180,6.59,none,17,112,none,72,8,none,3,none,none,10,none,5,none,none,737.1,none,1011.8,none,14400000,none,91.4,none,1.91,none,2.19,none,none,2.05,none,none,none,17.52,none,none,-1.4,none,190,Ni,**,1.3902536222078548,Ni
