DOI,data_source,Compounds(M1-M2-N),Original_Compounds,Current_density(mA/g),Limited_specific_capacity(mAh/g),Current_density(mA/g).1,Limited_specific_capacity(mAh/g).1,Overpotential(V),Atomic_Weight_of_M1,Atomic_Weight_of_M2,Atomic_Weight_of_N,Covalent_Radius_of_M1,Covalent_Radius_of_M2,Covalent_Radius_of_N,VanDer_Waals_Radius_of_M1,VanDer_Waals_Radius_of_M2,VanDer_Waals_Radius_of_N,Atomic_Volume_of_M1,Atomic_Volume_of_M2,Atomic_Volume_of_N,Electron_Affinity_of_M1,Electron_Affinity_of_M2,Electron_Affinity_of_N,d-electron_number_of_M1,d-electron_number_of_M2,p-electron_number_of_N,Difference_in_the_d-electron_number_of_M1_and_M2,Average_d-electron_number_of_M1_and_M2,Number_of_valence_electrons_of_M1,Number_of_valence_electrons_of_M2,Number_of_valence_electrons_of_N,Difference_in_the_valence-electron_number_of_M1_and_M2,Average_valence-electron_number_of_M1_and_M2,First_ionization_energy_of_M1,First_ionization_energy_of_M2,First_ionization_energy_of_N,Difference_in_the_First_ionization_energy_of_metals,Electrical_Conductivity_of_M1,Electrical_Conductivity_of_M2,Thermal_Conductivity_of_M1,Thermal_Conductivity_of_M2,Pauling_electronegativity_of_M1,Pauling_electronegativity_of_M2,Pauling_electronegativity_of_N,Difference_in_the_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_N,Average_electronegativity_of_M2_and_N,Average_electronegativity_of_active_site_(M1-M2-N),Correction_of_d_electron_number_of_M1_with_electronegativity_of_M2,Correction_of_d_electron_number_of_M1_with_electronegativity_of_N,Correction_of_d_electron_number_of_M1_with_average_Electronegativity_of_M2_and_N,Correction_of_d_electron_number_of_M1_with_sum_atomic_radius_of_M1_and_M2,d-band_center_of_M1,d-band_center_of_M2,Cycling_performance
https://doi.org/10.1016/j.jcis.2024.06.137,522,Ni-**-S,NiS,200,500,200,500,1.4,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,107
https://doi.org/10.1016/j.jcis.2024.06.137,522,Ni-**-S,NiS,400,500,400,500,1.45,58.693,none,32.06,115,none,102,163,none,180,6.59,none,15.5,112,none,200.4,8,none,4,none,none,10,none,6,none,none,737.1,none,999.6,none,14400000,none,91.4,none,1.91,none,2.58,none,none,2.245,none,none,none,20.64,none,none,-1.4,none,86
https://doi.org/10.1002/adma.202404319,523,Co-Ni-F,CoNiO2-xFx/CC,1000,1000,1000,1000,1.2,58.933,58.693,18.998,116,115,64,192,163,147,6.71,6.59,17.1,63,112,328.2,7,8,5,-1,7.5,9,10,7,-1,9.5,760.4,737.1,1681,23.3,17200000,14400000,100,91.4,1.88,1.91,3.98,-0.03,1.895,2.93,2.945,2.59,13.37,27.86,20.615,1617,-1.3,-1.4,155
https://doi.org/10.1002/adma.202405440,525,Fe-**-O,Fe-TCPP,500,500,500,500,1.4,55.845,none,15.999,115,none,73,194,none,152,7.11,none,14,15,none,141,6,none,4,none,none,8,none,6,none,none,762.5,none,1313.9,none,10000000,none,80.4,none,1.83,none,3.44,none,none,2.635,none,none,none,20.64,none,none,-1.45,none,45
https://doi.org/10.1016/j.mtener.2024.101597,526,Co-**-P,CoP,500,500,500,500,1.38,58.933,none,30.974,116,none,107,192,none,180,6.71,none,17,63,none,72,7,none,3,none,none,9,none,5,none,none,760.4,none,1011.8,none,17200000,none,100,none,1.88,none,2.19,none,none,2.035,none,none,none,15.33,none,none,-1.3,none,154
https://doi.org/10.1016/j.jcis.2024.05.144,528,Mn-Co-O,CoMnO-700,200,500,200,500,1.2,54.938,58.933,15.999,139,116,73,197,192,152,7.39,6.71,14,50,63,141,5,7,4,-2,6,7,9,6,-2,8,717.3,760.4,1313.9,-43.1,695000,17200000,7.81,100,1.55,1.88,3.44,-0.33,1.715,2.495,2.66,2.29,9.4,17.2,13.3,1275,-1.6,-1.3,126
https://doi.org/10.1016/j.ijoes.2024.100602,532,Ru-**-N,Ru@CNS/CNT,200,1000,100,1000,1.3,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,79
https://doi.org/10.1016/j.jechem.2024.01.076,540,Mo-**-S,MoS2,100,600,100,600,1.3,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,63
https://doi.org/10.1016/j.jechem.2024.01.076,540,Mo-**-S,MoS2,200,600,100,1000,1.25,95.95,none,32.06,139,none,102,209,none,180,9.38,none,15.5,72,none,200.4,5,none,4,none,none,6,none,6,none,none,684.3,none,999.6,none,18700000,none,138,none,2.16,none,2.58,none,none,2.37,none,none,none,12.9,none,none,-1.6,none,75
https://doi.org/10.1016/j.jechem.2024.01.076,540,Mn-Mo-S,MnS/MoS2,500,1000,500,1000,1.25,54.938,95.95,32.06,139,139,102,197,209,180,7.39,9.38,15.5,50,72,200.4,5,5,4,0,5,7,6,6,1,6.5,717.3,684.3,999.6,33,695000,18700000,7.81,138,1.55,2.16,2.58,-0.61,1.855,2.065,2.37,2.096666667,10.8,12.9,11.85,1390,-1.6,-1.6,100
https://doi.org/10.1002/aenm.202303766,543,Co-Ru-N,NC/Co3Ru-NDs (with bare Li anode),500,500,500,500,0.95,58.933,101.07,14.007,116,126,75,192,207,155,6.71,8.3,17.3,63,101.3,-7,7,7,3,0,7,9,8,5,1,8.5,760.4,710.2,1402.3,50.2,17200000,13700000,100,117,1.88,2.2,3.04,-0.32,2.04,2.46,2.62,2.373333333,15.4,21.28,18.34,1967,-1.3,-1.2,220
https://doi.org/10.1002/smtd.202301728,545,Cr-Ni-O,MMONF-11%,100,250,50,250,1.22,51.996,58.693,15.999,135,115,73,189,163,152,7.23,6.59,14,64.3,112,141,5,8,4,-3,6.5,6,10,6,-4,8,652.9,737.1,1313.9,-84.2,7670000,14400000,93.7,91.4,1.66,1.91,3.44,-0.25,1.785,2.55,2.675,2.336666667,9.55,17.2,13.375,1250,-1.7,-1.4,125
https://doi.org/10.1002/smtd.202301728,545,Cr-Ni-O,MMONF-50%,100,250,50,250,1.32,51.996,58.693,15.999,135,115,73,189,163,152,7.23,6.59,14,64.3,112,141,5,8,4,-3,6.5,6,10,6,-4,8,652.9,737.1,1313.9,-84.2,7670000,14400000,93.7,91.4,1.66,1.91,3.44,-0.25,1.785,2.55,2.675,2.336666667,9.55,17.2,13.375,1250,-1.7,-1.4,100
https://doi.org/10.1016/j.mtcomm.2024.108243,547,Co-Ni-O,h-MoO3/NiCo2O4,500,500,500,500,0.84,58.933,58.693,15.999,116,115,73,192,163,152,6.71,6.59,14,63,112,141,7,8,4,-1,7.5,9,10,6,-1,9.5,760.4,737.1,1313.9,23.3,17200000,14400000,100,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890,-1.3,-1.4,133
https://doi.org/10.1016/j.jallcom.2024.173877,549,Ru-**-O,RuO2,200,500,200,500,1.11,101.07,none,15.999,126,none,73,207,none,152,8.3,none,14,101.3,none,141,7,none,4,none,none,8,none,6,none,none,710.2,none,1313.9,none,13700000,none,117,none,2.2,none,3.44,none,none,2.82,none,none,none,24.08,none,none,-1.2,none,110
https://doi.org/10.1016/j.jpowsour.2024.234130,553,Ru-Co-N,RuCo-NC,500,1000,200,1000,1.05,101.07,58.933,14.007,126,116,75,207,192,155,8.3,6.71,17.3,101.3,63,-7,7,7,3,0,7,8,9,5,-1,8.5,710.2,760.4,1402.3,-50.2,13700000,17200000,117,100,2.2,1.88,3.04,0.32,2.04,2.62,2.46,2.373333333,13.16,21.28,17.22,1694,-1.2,-1.3,298
https://doi.org/10.1016/j.jpowsour.2024.234130,553,Ru-**-N,Ru-NC,500,1000,200,1000,1.17,101.07,none,14.007,126,none,75,207,none,155,8.3,none,17.3,101.3,none,-7,7,none,3,none,none,8,none,5,none,none,710.2,none,1402.3,none,13700000,none,117,none,2.2,none,3.04,none,none,2.62,none,none,none,21.28,none,none,-1.2,none,183
https://doi.org/10.1021/jacs.3c12734,554,Pd-**-C,Pt1Pd/C,500,1000,500,1000,1.12,106.42,none,12.011,138,none,76,163,none,170,8.85,none,5.29,54,none,121.8,10,none,0,none,none,10,none,4,none,none,804.4,none,1086.5,none,95000000,none,71.8,none,2.2,none,2.55,none,none,2.375,none,none,none,25.5,none,none,-2,none,10
